date,AAXJ,ACWI,ACWX,AIA,AMRN,ANCX,ANIP,ARRY,BBH,BLDP,CALD,CIU,CRED,CSJ,DVY,EMB,FEX,FMBH,FNX,FOLD,FRBK,FTA,FTC,FTCS,FYX,GDEN,IBB,IEF,IEI,IFGL,IGF,IGOV,IJT,IMMU,INDY,INSY,IUSG,IUSV,LGND,MB,MBB,NYNY,OMER,OSTK,PDP,PEY,PFF,PHO,PID,PKW,PNQI,PRFZ,PRTK,QCRH,QQEW,QQQ,QTEC,RDNT,RILY,SCMP,SCZ,SHV,SHY,SOXX,STAA,TLT,USAT,VCIT,VCLT,VGIT,VGLT,VGSH,VMBS,VNDA,WINA
2010-01-04,49.907131,36.533562,34.548542,34.686218,1.38,4.628188,55.799999,2.8,29.339437,1.94,3.17,81.639313,76.311043,92.041321,34.168217,70.249268,21.309338,13.889971,24.69294,3.84,4.54,20.214849,22.258104,18.152487,23.103388,4.547846,27.215487,75.072548,98.896713,18.897089,26.899256,45.459381,54.10688,3.42,25.129316,6.506667,18.062691,19.944967,13.02,0.44383,85.740112,34.5,7.29,13.71,18.331175,5.77351,22.628668,16.414454,11.042982,19.437975,26.226162,47.018028,19.530123,7.869715,18.991076,42.597183,20.163591,2.12,69.69812,4.33,29.811611,108.825302,79.077194,45.629875,3.14,70.976509,1.62,56.373211,51.229271,50.387775,45.175556,56.668633,41.866302,11.67,18.845499
2010-01-05,50.465832,36.838295,34.671757,34.830357,1.33,4.565857,55.799999,2.76,29.196444,1.92,3.22,81.734245,76.552628,92.244835,34.022228,70.676575,21.345751,13.889971,24.777603,3.79,4.76,20.214849,22.419123,18.178801,23.04627,4.425873,27.025419,75.402184,99.210709,19.037783,27.021732,45.503208,54.19038,3.29,25.292807,5.896667,18.062691,20.049131,12.54,0.44383,86.144249,33.900002,6.96,13.81,18.447378,5.706634,22.73905,16.414454,11.073957,19.549309,26.316116,47.182446,19.325771,7.926947,19.019478,42.597183,20.144886,2.1,72.08255,4.27,30.014412,108.785805,79.172386,45.556614,3.16,71.434853,1.65,56.748257,51.865459,50.644417,45.553604,56.78244,41.958965,11.28,18.725512
2010-01-06,50.422176,36.82983,34.794968,35.008396,1.48,4.4334,55.799999,2.59,29.461575,1.94,3.12,81.718422,76.288368,92.244835,34.068329,70.773071,21.436775,13.889971,24.871674,3.73,4.66,20.320591,22.45701,18.170031,23.027235,4.391024,27.231869,75.0979,99.076141,18.980227,27.11359,45.340965,54.079037,3.21,25.465916,6.1,18.027508,20.114235,12.3,0.46232,86.144249,34.5,6.85,13.2,18.437695,5.721496,22.873957,16.490751,11.073957,19.540028,26.036263,47.145916,19.880438,7.946026,18.981609,42.340248,20.051363,2.04,72.08255,4.09,30.111752,108.795685,79.181908,45.419258,3.11,70.478615,1.6,56.628246,51.540436,50.533207,45.199192,56.744484,41.958965,10.99,18.93976
2010-01-07,50.177753,36.652061,34.548542,34.694683,1.4,4.519108,57.599998,2.59,29.3871,1.98,3.17,81.757927,76.628105,92.26252,34.106739,70.407799,21.482288,14.475694,24.993963,3.77,4.85,20.391096,22.485424,18.170031,23.217621,4.478148,27.218761,75.0979,99.040268,18.839537,27.12125,45.196259,54.329575,3.27,25.542852,6.303333,18.067091,20.262671,12.6,0.46232,86.006882,36.299999,6.78,13.24,18.486113,5.788372,22.94141,16.691048,11.081703,19.66993,25.726427,47.620941,20.727034,8.012798,18.972149,42.367779,19.883018,2.08,63.278564,4.21,30.136087,108.795685,79.162857,45.062126,3.12,70.597137,1.6,56.808247,51.540436,50.541759,45.088943,56.753948,41.975815,10.94,18.93976
2010-01-08,50.378532,36.880615,34.811409,34.957527,1.34,4.558064,57.599998,2.52,29.616476,2.32,3.28,81.876595,76.786621,92.377518,34.16053,70.490509,21.582418,14.475694,25.06921,3.78,4.94,20.452776,22.570667,18.161255,23.293772,4.408449,27.435045,75.190895,99.183807,18.954645,27.304964,45.533909,54.431644,4.05,25.427448,6.303333,18.128658,20.317356,12.24,0.46232,86.128098,35.400002,6.83,13.1,18.621681,5.7958,22.935282,16.881805,11.166885,19.679205,25.896338,47.986324,21.281702,7.984183,19.104685,42.71648,20.098124,2.11,62.728313,4.13,30.403786,108.835197,79.238998,45.739758,3.09,70.565567,1.68,56.868256,51.57502,50.601631,45.010178,56.801388,41.975815,10.89,18.579823
2010-01-11,50.614235,37.11763,35.115318,34.889698,1.34,4.682729,63.0,2.73,29.747549,2.2,3.24,81.955666,76.477081,92.457123,34.283474,71.028084,21.61883,14.475694,25.125656,4.1,4.92,20.488022,22.580147,18.222675,23.255695,4.408449,27.579233,75.241592,99.291458,19.076155,27.473368,45.862823,54.348141,3.91,25.456297,6.1,18.146255,20.366835,12.42,0.46232,86.087639,34.950001,6.78,13.27,18.670103,5.7958,23.064056,16.834108,11.228841,19.799822,25.806385,48.059418,21.194124,8.747305,19.161489,42.542133,20.070063,2.11,62.728313,4.21,30.720152,108.835197,79.277054,45.602386,3.2,70.178322,1.65,56.845757,51.568119,50.618755,45.002285,56.858265,42.009518,10.85,19.119728
2010-01-12,50.12537,36.652061,34.721046,34.423367,1.4,4.682729,61.200001,2.62,29.482424,2.27,3.22,82.20874,76.854576,92.483734,34.198948,71.041878,21.345751,14.475694,24.749378,3.96,4.81,20.355846,22.172863,18.073519,22.998674,4.321325,27.494034,75.782539,99.722038,18.813953,27.098286,45.968063,53.754272,4.14,25.004299,6.1,18.018711,20.109024,11.94,0.46232,86.435295,35.099998,6.63,12.82,18.360224,5.766079,23.076326,16.681505,11.128166,19.57715,25.236685,47.301201,21.573631,8.079574,18.85854,42.009895,19.677267,2.06,62.728313,4.21,30.314556,108.825302,79.343719,44.009071,3.21,71.379562,1.71,57.130772,51.810139,50.81551,45.45121,56.829815,42.135849,10.52,19.068314
2010-01-13,49.968246,36.956791,34.934608,34.313141,1.41,4.487942,60.84,2.67,29.777336,2.29,3.29,82.121712,76.575249,92.368698,34.452507,70.883377,21.564215,14.475694,25.144466,3.87,4.92,20.514458,22.466476,18.31918,23.274736,4.547846,27.815174,75.419106,99.390099,18.852324,27.243727,45.92421,54.413086,4.2,25.41783,6.1,18.159445,20.312149,12.36,0.46232,86.273605,34.049999,6.67,12.94,18.582947,5.818093,23.223511,16.738735,11.236583,19.707041,25.756411,47.922394,23.996653,7.99372,19.152018,42.532948,20.013954,2.06,62.728313,4.06,30.655264,108.815414,79.277054,44.521854,3.17,70.549736,1.66,56.958237,51.492039,50.695744,45.183445,56.848797,42.093727,10.61,19.111162
2010-01-14,50.011894,37.032974,35.03318,34.525108,1.42,4.542482,63.0,2.56,29.735636,2.34,3.29,82.264061,76.990456,92.474876,34.537018,70.511192,21.591516,14.475694,25.135061,3.83,4.81,20.496834,22.504366,18.354275,23.417526,4.669819,27.890553,75.774086,99.632332,18.750008,27.366203,45.9944,54.570839,4.22,25.485147,6.1,18.212219,20.369438,12.0,0.46232,86.370621,33.900002,6.7,12.7,18.602314,5.855246,23.321625,16.710123,11.314025,19.799822,25.856359,48.196434,23.967459,9.128869,19.133083,42.569653,20.051363,2.04,62.728313,4.05,30.801279,108.815414,79.353226,44.439453,3.41,71.537651,1.6,57.078236,51.844727,50.832607,45.33308,56.896202,42.076897,10.65,19.068314
2010-01-15,49.63652,36.669003,34.540337,34.279232,1.42,4.612606,62.639999,2.52,29.640306,2.32,3.2,82.18499,77.111252,92.527939,34.252735,70.469826,21.345751,14.475694,24.834044,3.91,4.75,20.355846,22.191805,18.205128,23.141464,4.425873,27.595617,76.11219,99.901466,18.577345,26.991112,45.783882,53.819221,3.98,25.071619,6.71,18.040701,20.106422,11.52,0.54554,86.548424,33.299999,6.69,12.68,18.360224,5.80901,23.3155,16.481215,11.205607,19.595703,25.446573,47.602657,23.47118,9.186102,18.868008,42.074135,19.695974,2.05,66.029816,3.85,30.517357,108.805557,79.419868,42.99263,3.45,71.980209,1.66,57.160748,51.969204,50.986603,45.90802,56.943607,42.236938,10.44,18.948334
2010-01-19,50.579315,37.092224,34.975681,34.754036,1.43,4.597023,61.200001,2.67,30.212259,2.53,3.27,82.18499,76.763992,92.315605,34.629215,70.580078,21.627932,14.475694,25.125656,3.98,5.12,20.637827,22.45701,18.503426,23.550797,4.3736,28.106829,75.976952,99.80278,18.833143,27.381514,45.498852,54.710014,4.34,25.475531,6.71,18.24301,20.356419,11.76,0.54554,86.67778,32.849998,6.88,12.64,18.59263,5.883583,23.297108,16.652891,11.314025,19.799822,25.536526,48.525291,22.62458,8.99532,19.085754,42.753185,19.939131,2.2,62.728313,3.61,30.793163,108.825302,79.438957,43.487106,3.58,71.774696,1.71,57.033276,51.727161,50.909603,45.813492,56.95311,42.228523,10.66,19.136873
2010-01-20,49.540493,36.288082,34.055702,33.855297,1.52,4.4334,59.040001,2.58,30.060339,2.51,3.2,82.327347,77.186752,92.377518,34.321877,70.662811,21.400366,13.889971,24.928116,3.92,5.05,20.461586,22.191805,18.301634,23.255695,4.33875,27.877441,76.238945,99.991173,18.411076,26.929873,45.047134,54.041927,4.23,24.860046,6.71,18.062691,20.174129,11.52,0.46232,86.685837,31.799999,6.73,12.53,18.379587,5.853755,23.254175,16.328611,11.104934,19.586426,25.216696,47.739693,22.274263,8.184501,18.849072,42.138363,19.677267,2.25,62.728313,3.64,30.030628,108.825302,79.438957,43.487106,3.6,72.501793,1.72,57.06324,51.872395,50.986603,46.1049,56.934147,42.262234,10.67,19.136873
2010-01-21,48.030273,35.602444,33.258938,33.270279,1.47,4.542482,59.040001,2.5,29.667118,2.33,3.09,82.445984,77.3302,92.492584,33.81477,70.53875,21.027161,13.889971,24.589466,3.79,4.66,20.161976,21.775055,17.98579,22.913004,4.147079,27.425215,76.517838,100.269279,17.931454,26.416994,45.134838,53.290318,4.34,23.917574,6.1,17.763628,19.739241,11.1,0.46232,86.758621,30.75,6.55,12.35,18.00193,5.801556,23.125389,16.042486,10.857124,19.252403,25.26667,46.917534,20.289141,7.841098,18.640799,41.743774,19.583746,2.14,62.728313,3.61,29.535795,108.825302,79.505562,43.212395,3.6,72.833733,1.75,57.243279,52.370296,51.174824,46.301796,57.000515,42.304333,10.26,19.016891
2010-01-22,46.939068,34.78138,32.544304,32.405449,1.41,4.58144,59.040001,2.52,29.628391,2.37,3.06,82.406448,77.322632,92.581055,33.253887,70.338875,20.535614,13.889971,24.006245,3.93,4.55,19.853558,21.263596,17.696259,22.579823,4.112229,27.330175,76.585518,100.323112,17.624489,25.873501,45.411125,52.269611,4.34,23.504042,6.1,17.40299,19.309565,10.98,0.46232,86.718163,31.5,6.39,12.18,17.517742,5.712071,22.892366,15.699119,10.702246,18.862719,24.327166,45.903557,21.92395,7.297371,18.176908,40.523304,18.798151,2.14,62.728313,3.61,28.797606,108.805557,79.572189,41.179527,3.49,72.707275,1.7,57.310776,51.906944,51.183369,46.341194,57.02898,42.262234,10.26,19.068314
2010-01-25,47.227146,35.15382,32.987877,32.939602,1.48,4.441191,57.599998,2.65,29.396038,2.26,3.06,82.382713,77.247131,92.545692,33.376812,70.366432,20.681253,13.889971,24.100309,3.86,4.59,19.879986,21.301483,17.836636,22.589344,4.112229,27.127005,76.416451,100.233391,17.931454,26.164387,45.384804,52.269611,4.09,23.782932,5.896667,17.451365,19.424145,11.1,0.48081,86.782837,32.099998,6.32,11.95,17.6049,5.71953,22.898489,15.784963,10.818406,18.946222,24.287186,46.058849,21.807177,9.233797,18.271578,40.66095,18.947786,2.22,62.728313,3.61,29.235655,108.845047,79.505562,41.747261,3.39,72.375359,1.7,57.190742,51.976124,51.140591,46.128532,57.009983,42.262234,10.18,19.068314
2010-01-26,46.005005,34.942204,32.692162,32.371536,1.4,4.558064,56.16,2.51,29.437737,2.3,3.15,82.343231,77.081062,92.466019,33.261578,70.345764,20.690361,13.889971,24.175564,3.76,4.51,19.897612,21.244652,17.819086,22.408476,4.077379,27.120451,76.568634,100.359009,17.662865,25.919432,45.336548,51.852036,3.65,23.379017,5.896667,17.41618,19.273104,10.68,0.5178,86.782837,33.0,6.07,11.63,17.595213,5.697156,22.916899,15.632356,10.756453,18.909109,24.307175,45.666042,22.186686,9.300569,18.176908,40.69767,18.891672,2.22,66.029816,3.6,29.05719,108.845047,79.515114,41.371819,3.33,72.399055,1.67,57.078236,51.727161,51.157711,46.128532,56.981541,42.279079,10.21,18.93976
2010-01-27,46.127216,34.942204,32.560734,32.134132,1.47,4.667146,54.720001,2.6,30.319504,2.26,3.18,82.216621,77.126366,92.412949,33.276928,70.187241,20.66305,13.889971,24.081501,3.92,4.5,19.800676,21.292015,17.854183,22.636942,4.164503,27.51697,76.391106,100.1437,17.52857,25.995975,45.104156,52.37167,3.63,22.984718,5.896667,17.504141,19.369457,10.68,0.48081,86.799042,33.150002,5.95,11.87,17.614582,5.749357,22.916899,15.622822,10.679011,18.807043,24.33716,45.976627,22.566196,9.338728,18.148502,41.018841,19.060015,2.22,72.449356,3.62,29.097754,108.805557,79.486511,41.948723,3.38,72.359512,1.64,56.950756,51.644184,51.200474,46.175785,56.97205,42.312759,10.22,18.93976
2010-01-28,45.821686,34.34967,32.026814,31.989996,1.14,4.659355,56.880001,2.45,30.277802,2.24,3.05,82.02684,77.179207,92.448372,33.107899,69.952942,20.389969,13.889971,23.771069,3.85,4.35,19.668503,21.036276,17.669935,22.313284,3.920557,27.26136,76.365738,100.269279,17.541359,25.643852,44.775238,51.443748,3.42,22.705828,5.693333,17.249056,19.2054,10.62,0.48081,86.82325,32.700001,5.69,11.92,17.372494,5.682243,22.800373,15.289001,10.562851,18.807043,24.257202,45.264091,22.069916,9.233797,17.930758,39.963543,18.526937,2.21,68.781059,3.6,28.708376,108.805557,79.524582,40.712505,3.41,72.320015,1.58,56.905758,51.595791,51.114937,45.98679,57.019459,42.321194,10.2,19.145443
2010-01-29,45.455048,33.901047,31.640757,31.718679,1.15,4.558064,55.080002,2.39,30.53994,2.24,3.2,82.4776,77.473625,92.527939,32.808247,69.766846,20.189713,13.889971,23.573528,3.77,4.37,19.501072,20.666891,17.564653,22.132416,4.33875,27.290855,76.661583,100.511475,17.375093,25.176908,44.705074,50.868454,3.35,22.859695,5.693333,17.07753,19.036133,10.62,0.50855,86.863708,33.900002,6.38,11.86,17.062611,5.615127,22.726784,15.126855,10.462179,18.732826,23.857414,44.825615,22.332653,9.338728,17.675144,39.266144,17.993851,2.2,71.348869,3.6,28.424456,108.845047,79.600769,39.357258,3.43,72.952255,1.55,57.128368,51.682606,51.249409,46.39452,57.035603,42.352444,10.01,19.145443
2010-02-01,46.327999,34.527428,32.281456,32.490238,1.1,4.534689,56.880001,2.4,30.483345,2.25,3.11,82.287888,77.303093,92.472954,33.200104,69.786919,20.453686,13.889971,23.799292,3.94,4.61,19.624441,21.102577,17.713806,22.294245,4.63497,27.451429,76.398651,100.345184,17.586123,25.674475,44.802605,51.443748,3.28,23.3694,4.88,17.244652,19.306957,10.74,0.47157,86.810997,32.400002,6.06,12.07,17.440277,5.652413,22.930191,15.222237,10.609315,18.769938,24.017328,45.33717,22.712158,8.585143,17.930758,39.697422,18.377298,2.27,71.348869,3.88,28.773273,108.817398,79.566429,40.694191,3.42,72.290024,1.65,57.075706,51.807629,51.146614,46.16539,57.016624,42.352444,10.31,19.145443
2010-02-02,46.633541,35.086102,32.782516,32.447834,1.16,4.597023,55.439999,2.39,30.915289,2.23,3.26,82.422859,77.462265,92.517326,33.492069,69.62075,20.817797,13.889971,24.222597,3.71,4.5,20.003365,21.405668,17.977013,22.456074,4.791792,28.01507,76.525879,100.390137,17.918667,26.057217,45.022274,52.009785,3.4,23.273228,6.506667,17.433775,19.575182,10.62,337.890015,86.94075,31.35,6.09,11.42,17.71142,5.652413,23.096622,15.422527,10.733218,19.02973,24.207228,46.022297,23.296022,8.050955,18.167439,40.055313,18.461472,2.5,70.615211,3.65,29.389788,108.837128,79.575981,41.115417,3.79,72.496231,1.65,57.105797,51.870132,51.163754,46.149567,57.035603,42.318649,10.82,19.145443
2010-02-03,46.747025,34.789833,32.560734,32.507198,1.16,4.659355,56.16,2.56,30.671017,2.21,3.18,82.279961,77.340981,92.490715,33.307667,69.523827,20.708567,13.889971,24.090902,3.77,4.4,19.897612,21.310951,17.871729,22.256166,4.739518,27.972473,76.161224,100.174377,17.777975,25.712748,44.705948,51.573662,3.26,23.523275,6.1,17.407387,19.411125,10.44,0.50855,86.94075,29.85,6.05,11.4,17.614582,5.592758,23.084286,15.355762,10.624805,18.862719,24.487082,45.638634,23.558754,8.6233,18.157972,40.275543,18.629812,2.46,70.615211,3.58,29.178875,108.827271,79.518806,41.106266,3.84,71.655556,1.66,56.940315,51.578423,51.060951,45.778168,56.997646,42.327103,10.74,19.025457
2010-02-04,44.817787,33.528599,31.188978,31.252348,1.18,4.597023,54.0,2.45,29.875639,2.17,3.16,82.462509,77.54567,92.526207,32.531643,68.81749,20.034967,13.889971,23.319548,3.61,4.16,19.289583,20.591118,17.459373,21.637411,4.094804,26.969707,76.788811,100.749733,17.228008,24.686995,44.437927,49.903412,3.07,22.407698,5.896667,16.90601,18.754887,9.96,0.36986,87.07856,26.4,5.85,11.1,16.927044,5.510732,22.831573,14.850263,10.26858,18.426643,23.757465,43.948654,23.354406,7.802941,17.627815,39.110123,18.021908,2.19,67.863968,3.51,28.051306,108.827271,79.633133,39.329788,3.75,72.789688,1.54,57.188553,51.752068,51.240852,46.252293,57.073559,42.428398,10.27,19.025457
2010-02-05,43.901173,33.427025,30.761845,31.02342,1.13,4.597023,54.0,2.47,29.899475,2.07,3.22,82.256126,77.318222,92.561699,32.539318,68.575104,20.071379,13.889971,23.366575,3.52,4.15,19.307209,20.61953,17.389185,21.589815,4.164503,26.897619,77.034683,100.983391,17.100105,24.442038,44.169918,50.02404,3.0,22.00378,7.116667,16.95879,18.804363,9.84,0.31438,87.127167,25.5,5.87,11.42,16.994831,5.525645,22.726784,14.831187,10.152418,18.361692,23.847418,43.902981,22.186686,8.19404,17.646746,39.440483,18.283779,2.2,66.946884,3.41,27.564583,108.807549,79.75705,40.22718,3.85,72.948303,1.55,57.173492,51.627041,51.463554,46.441944,57.13047,42.47905,10.33,18.536972
2010-02-08,43.490883,33.173088,30.47435,31.040382,1.09,4.604827,51.84,2.41,29.717762,2.13,3.11,82.240273,77.416779,92.490715,32.308823,68.879814,19.925732,13.889971,23.263102,3.44,3.92,19.201466,20.61953,17.248806,21.485106,3.990256,26.750147,76.96685,100.875587,16.901867,24.197083,44.372017,49.569355,2.94,22.167271,6.71,16.86643,18.619469,9.42,0.41609,87.151535,23.4,5.82,11.18,16.994831,5.473447,22.695961,14.640432,10.105955,18.361692,23.777456,43.519299,22.682966,8.346666,17.69408,39.15601,18.1996,2.25,66.946884,3.39,27.142757,108.847015,79.699837,40.062351,3.77,73.043488,1.65,57.150932,51.724277,51.386459,46.513054,57.111473,42.445297,10.2,18.502691
2010-02-09,44.791584,33.850262,31.410761,31.837381,1.08,4.526779,54.0,2.4,29.845854,2.16,3.15,82.129112,77.143906,92.490715,32.70068,68.7967,20.226124,13.889971,23.517088,3.49,4.05,19.492258,20.846848,17.450602,21.704044,4.059955,27.00248,76.551338,100.659821,17.253592,24.748234,44.635654,50.126118,3.1,22.657743,6.71,17.033554,18.856443,9.96,0.41609,87.119102,26.700001,5.69,11.45,17.275656,5.518188,22.794579,14.907491,10.307298,18.491589,23.957359,44.158752,22.595388,9.023938,17.807686,39.55978,18.433411,2.35,66.946884,3.44,27.880949,108.847015,79.623611,40.538517,3.8,72.313805,1.62,57.030582,51.356136,51.283672,46.110039,57.045101,42.428398,10.6,18.59696
2010-02-10,44.922535,33.841797,31.30398,31.75259,1.03,4.542389,53.279999,2.36,29.723715,2.15,3.2,81.883049,76.817963,92.33989,32.600796,69.011375,20.135098,14.433855,23.517088,3.34,3.98,19.351265,20.780544,17.380413,21.761168,3.990256,26.943495,76.339325,100.381126,17.24719,24.725267,44.653225,50.330254,3.02,22.513483,6.71,17.020361,18.848631,9.6,0.41609,86.916344,28.950001,5.73,11.62,17.236921,5.5331,22.880882,14.869339,10.322788,18.519428,24.027325,44.295792,22.449423,8.747305,17.807686,39.477188,18.461472,2.39,66.946884,3.4,27.743048,108.837128,79.537872,40.785767,3.79,71.623833,1.63,56.73727,51.050537,51.120922,45.754452,56.997646,42.36932,10.63,18.416992
2010-02-11,45.830406,34.171917,31.706465,32.295227,1.04,4.589218,57.240002,2.45,30.04842,2.19,3.2,81.835373,76.5299,92.331055,32.915806,69.496101,20.380865,13.889971,23.818104,3.72,4.1,19.492258,21.102577,17.512009,22.0753,4.059955,27.418657,76.246033,100.40815,17.400671,24.924294,44.61367,51.016914,3.09,22.994339,6.506667,17.196283,19.033531,9.96,0.41609,86.786705,29.549999,5.6,11.89,17.527431,5.577842,22.954853,15.10778,10.431203,18.704992,24.467091,45.035709,20.960581,8.346666,18.072769,40.073658,18.807507,2.31,66.946884,3.44,28.108091,108.847015,79.566429,41.62822,3.79,71.235191,1.63,56.684654,50.967194,51.112347,45.556896,57.007145,42.276451,10.64,18.14275
2010-02-12,45.559788,34.011093,31.476475,31.922161,1.04,4.612632,59.759998,2.46,30.110979,2.2,3.34,82.025909,76.802773,92.419739,32.938862,69.392235,20.353559,14.015483,24.034464,3.62,4.11,19.448202,21.093111,17.485693,22.094336,3.920557,27.608727,76.424118,100.59687,17.336723,24.709961,44.424747,51.369526,3.02,22.898169,5.693333,17.240261,19.041342,9.96,0.54554,86.94075,30.15,5.79,11.8,17.575848,5.584582,22.930191,15.241309,10.423458,18.695709,24.507071,45.556412,19.968018,8.585143,18.063293,40.156235,18.788799,2.3,66.946884,3.58,27.816059,108.847015,79.633133,42.003658,3.86,71.528648,1.5,56.722248,50.974133,51.249409,45.707024,57.054569,42.318649,10.63,17.739956
2010-02-16,46.493862,34.722126,32.199314,32.532623,1.04,4.612632,60.48,2.5,30.179493,2.27,3.32,82.152939,76.855835,92.526207,33.492069,69.509972,20.735878,14.015483,24.410738,3.84,4.24,19.791874,21.57616,17.678709,22.522711,3.990256,27.680819,76.593719,100.68679,17.579729,25.192215,44.538986,52.288155,3.05,23.350168,6.303333,17.468962,19.390291,9.6,0.49931,87.070465,28.799999,5.78,11.86,17.934145,5.674413,23.084286,15.346227,10.601572,18.983337,24.716959,46.680023,20.610264,8.48975,18.328381,40.670139,19.125488,2.25,66.946884,3.54,28.327108,108.817398,79.642654,42.919369,3.84,71.663528,1.54,56.842594,50.932457,51.317932,45.857182,57.092525,42.327103,10.52,17.422865
2010-02-17,46.607349,34.806774,32.281456,32.693729,1.04,4.667265,57.240002,2.52,30.662083,2.4,3.29,82.017998,76.72699,92.561699,33.653419,69.807701,20.835999,14.015483,24.598871,3.91,4.32,19.879986,21.727703,17.862955,22.627426,4.077379,28.067505,76.186668,100.345184,17.522175,25.176908,44.161125,52.594376,3.45,23.475189,6.303333,17.574511,19.478834,10.02,0.49931,86.85965,27.299999,5.78,11.87,18.098768,5.696873,23.250719,15.422527,10.617059,19.150349,24.736948,47.018028,22.332653,8.518366,18.470392,40.899536,19.219002,2.24,68.781059,3.57,28.416346,108.837128,79.575981,42.882748,3.87,70.846603,1.55,56.624477,50.925495,51.103794,45.367229,57.035603,42.276451,10.9,17.568562
2010-02-18,46.773205,34.984528,32.486809,32.846344,1.06,4.604827,60.48,2.54,30.855709,2.3,3.43,81.906845,76.704269,92.526207,33.99918,69.641518,21.027161,14.350184,24.777603,3.96,4.38,19.985735,21.907654,17.99456,22.893961,4.007681,27.942984,75.915306,100.138451,17.675657,25.330004,44.112801,53.104725,3.52,23.561743,5.896667,17.71085,19.60643,9.96,0.49931,86.754234,26.700001,5.59,12.23,18.282757,5.764246,23.293871,15.651431,10.679011,19.280243,25.116747,47.438221,22.303457,8.823619,18.574526,41.156483,19.340586,2.2,66.029816,3.51,28.554245,108.847015,79.528297,43.029255,3.77,70.561119,1.54,56.481579,50.8144,50.975319,45.248692,57.007145,42.217342,10.87,17.525709
2010-02-19,46.153412,34.857555,32.281456,32.507198,1.04,4.620438,65.879997,2.49,30.894436,2.25,3.45,82.025909,77.030174,92.490715,34.175896,69.883842,21.109076,14.350184,24.890484,3.87,4.34,20.14435,21.955019,18.003332,22.989159,4.04253,27.962641,75.957733,100.021599,17.458229,25.35297,43.945839,53.067596,3.42,23.350168,6.506667,17.715246,19.687159,10.26,0.54554,86.681274,26.25,5.64,12.11,18.331175,5.794191,23.343191,15.708661,10.655779,19.37302,25.276665,47.57526,23.091669,9.062095,18.602926,41.138134,19.359289,2.15,66.946884,3.49,28.35956,108.827271,79.499718,43.148289,3.66,70.941788,1.56,56.616955,50.793564,50.966747,45.390942,56.959702,42.200478,10.62,17.440012
2010-02-22,46.275616,34.90834,32.314308,32.524155,1.05,4.628242,61.200001,2.4,30.551857,2.35,3.47,82.145027,76.886162,92.535103,34.21431,69.91851,21.090876,14.350184,24.899889,3.85,4.27,20.126724,21.917131,17.950695,23.008196,3.955407,27.923323,75.898361,100.048546,17.471012,25.322351,44.139168,53.095451,3.37,23.128977,6.71,17.684462,19.689766,10.56,0.54554,86.738014,29.1,5.5,11.92,18.31181,5.801678,23.355511,15.699119,10.663525,19.410131,25.286657,47.57526,23.004089,8.99532,18.58399,41.055553,19.293823,2.21,57.776077,3.46,28.448792,108.837128,79.528297,43.065887,3.69,70.648331,1.6,56.714714,51.078331,50.966747,45.296112,57.016624,42.259556,10.67,17.440012
2010-02-23,45.891514,34.51897,31.862537,32.08326,0.98,4.636046,60.48,2.43,30.245029,2.27,3.43,82.327583,77.257591,92.623779,33.899296,69.807701,20.87241,14.350184,24.617689,3.76,4.24,19.985735,21.604567,17.740129,22.846371,3.885708,27.598894,76.474998,100.52494,17.394276,24.908985,44.183094,52.520145,3.62,22.792379,7.116667,17.473352,19.413729,10.56,0.50855,86.916344,27.6,5.68,12.02,18.030981,5.756761,23.374004,15.451142,10.508643,19.224571,24.976822,46.871876,22.507809,8.99532,18.366247,40.523304,18.929083,2.19,58.693157,3.46,28.132423,108.837128,79.595032,41.957867,3.61,71.75074,1.54,57.083233,51.342278,51.257984,45.872974,57.064087,42.36932,10.3,17.020082
2010-02-24,46.197052,34.679794,32.051464,32.269794,0.99,4.667265,57.599998,2.47,30.364183,2.22,3.44,82.446648,77.454674,92.668121,34.091377,69.911583,21.018053,14.015483,24.796417,3.69,4.26,20.100292,21.756119,17.889277,23.04627,3.850858,27.792234,76.517395,100.498009,17.643679,25.153946,44.262177,53.095451,3.76,23.28285,6.913333,17.63168,19.622057,10.5,0.53629,86.900177,26.549999,5.59,12.48,18.205282,5.801678,23.429474,15.527442,10.555109,19.363741,25.176718,47.346886,21.92395,8.48975,18.56506,40.936241,19.228357,2.2,58.693157,3.46,28.254105,108.827271,79.633133,42.745384,3.78,71.925224,1.55,57.128368,51.57148,51.232277,45.912495,57.045101,42.318649,10.37,17.440012
2010-02-25,45.620899,34.451252,31.854317,31.939114,0.98,4.558,57.599998,2.39,30.30759,2.23,3.4,82.462509,77.568382,92.668121,34.006859,70.160896,21.090876,14.015483,24.843449,3.51,4.25,19.985735,21.670872,17.854183,22.989159,3.885708,27.867609,76.797279,100.821602,17.630894,25.03912,44.490662,52.984097,3.86,23.080893,6.506667,17.614098,19.585596,10.32,0.46232,86.981224,26.85,5.59,12.46,18.302122,5.779218,23.503452,15.632356,10.547365,19.391575,25.046785,47.383419,20.902191,8.48975,18.593456,40.927078,19.181601,2.1,58.693157,3.44,28.148645,108.856895,79.699837,42.571392,3.67,72.329704,1.53,57.196056,51.842342,51.403591,46.086346,57.111473,42.318649,10.29,17.200047
