date,A,AA,AAN,AAP,AAV,AB,ABB,ABM,ABT,ACCO,ACM,ACN,ADC,ADS,ADX,AED,AEG,AEH,AEM,AER,AET,AFB,AFL,AGC,AGCO,AGI,AGN,AHC,AIN,AIR,AJRD,AKP,AKR,AKS,ALB,ALE,ALG,ALK,ALL,ALX,AMG,ANF,ANW,AOI,APD,AQN,ARE,ASX,ATI,ATU,ATV,AVK,AWF,AYI,AYR,DDD,EGHT,GCH,JEQ,LCM,LNT,MMM,NCV,NFJ,NIE,PEO,SGF,Y
2010-01-04,21.129234,37.018936,14.37711,39.555584,6.83,15.86832,15.094178,17.692715,21.194162,7.9,28.15,35.052402,14.892627,65.143013,6.547715,10.608377,5.105653,10.841578,51.042549,9.1,30.268322,8.329764,38.925758,4.049763,31.595127,11.504071,39.233837,2.928743,19.874817,21.837652,7.25,8.161193,12.794354,21.772085,33.762466,23.789871,16.891104,8.219565,25.493008,168.171158,68.553253,27.99967,26.926874,51.0,62.755848,3.297559,49.897579,3.380298,41.265785,18.634752,28.780985,8.594759,6.379318,34.286037,7.270612,3.883333,1.55,11.046701,4.623882,5.166943,10.73659,68.011421,3.5625,7.019823,9.374832,15.201551,8.341266,263.408295
2010-01-05,20.899715,35.862801,14.507394,39.320488,7.12,15.851552,15.194088,17.562889,21.022924,7.68,28.459999,35.269032,14.792213,65.271538,6.560493,11.015721,5.143031,11.319972,51.669109,9.7,29.837227,8.311198,40.054996,4.098383,31.719481,11.364462,38.84433,2.899457,19.608789,22.260258,7.24,8.116562,12.718918,21.953917,33.700417,23.421768,16.495005,8.669789,25.912161,167.171402,69.100639,28.286844,30.645479,57.200001,62.235146,3.33909,49.37151,3.467531,41.719639,18.723583,28.722128,8.65437,6.42714,34.571514,7.054099,3.876667,1.57,11.218089,4.632542,5.231879,10.98776,67.585449,3.596974,7.095507,9.442442,15.295076,8.504573,263.312195
2010-01-06,20.825462,37.730419,14.507394,39.663349,7.27,15.857143,15.370851,17.562889,21.139675,7.9,29.190001,35.643974,14.597664,65.597809,6.586043,10.986625,5.120604,11.337913,52.931339,9.77,29.717999,8.311198,40.406845,4.166445,31.556868,11.783298,38.970917,2.850644,19.188295,23.381081,7.14,8.148447,12.673655,23.064053,33.762466,23.558905,16.051741,8.591999,25.920546,168.081802,70.454193,28.885136,31.287281,57.299999,61.721954,3.297559,49.112404,3.438453,42.732082,18.832153,30.134693,8.71398,6.479743,35.066334,6.95632,3.92,1.6,11.428429,4.710472,5.250431,11.072662,68.5439,3.673589,7.199574,9.453709,15.432261,8.448044,263.398682
2010-01-07,20.798458,36.930008,14.624655,39.653542,7.11,15.86832,15.501504,17.789024,21.3148,8.11,30.17,35.610645,14.660425,66.200897,6.592433,11.004084,5.24021,11.40369,52.440971,10.51,30.662729,8.317386,40.840546,4.23937,31.939491,11.773992,38.659306,2.733493,19.265535,23.74856,7.17,8.186702,12.83962,22.556835,33.52314,23.472292,16.136621,8.547215,26.054676,171.092133,70.135712,26.061235,31.995131,56.0,61.367287,3.289253,49.567802,3.685615,43.343037,19.118389,30.605549,8.768172,6.503656,36.160679,7.24966,4.053333,1.63,11.155766,4.658518,5.292173,11.132803,68.593048,3.719554,7.251607,9.48751,15.394853,8.416639,261.418671
2010-01-08,20.791712,37.841579,14.526938,39.810265,7.29,16.354425,15.939572,17.772274,21.423773,8.08,30.48,35.469002,14.516078,66.912735,6.592433,11.10301,5.412143,11.457509,53.92112,10.76,29.993162,8.373085,40.431412,4.283124,34.139565,11.904296,38.376904,2.743256,19.540138,23.371891,7.11,8.212204,12.598219,24.662268,34.02837,23.262972,16.098894,8.377498,26.163662,170.723557,69.488785,26.787151,32.023453,54.799999,61.759727,3.347397,49.402927,3.62019,44.35548,19.41449,34.078098,8.844035,6.570601,36.293892,7.326487,4.076667,1.6,11.194717,4.745108,5.32928,11.348595,69.076401,3.719554,7.322562,9.464977,15.426024,8.498292,259.928864
2010-01-11,20.805208,38.79763,14.75494,39.418449,7.22,16.695257,15.739754,17.730396,21.532736,8.26,29.99,35.435677,14.522348,66.981934,6.617985,11.399789,5.359816,11.732588,54.030102,10.61,30.029846,8.428782,41.495182,4.336602,35.258759,12.388287,38.72747,2.777425,19.042414,23.105467,7.01,8.186702,12.688744,23.839239,33.877693,23.21245,16.447847,8.325636,26.163662,162.921265,69.956558,25.909674,31.051321,55.5,62.891678,3.488601,49.662029,3.562035,44.468945,19.49345,34.078098,8.898232,6.647115,36.408092,7.689668,4.11,1.55,11.249249,4.771085,5.380301,11.32383,68.797844,3.7502,7.317832,9.493145,15.401085,8.441762,261.745483
2010-01-12,20.555439,34.506546,14.787511,38.73275,7.0,16.577919,15.432337,17.537767,21.470472,8.0,29.620001,35.210705,14.553734,65.884521,6.541328,11.382331,5.329914,11.714648,52.295685,10.57,28.076166,8.489773,41.282425,4.278262,33.709126,12.11837,38.67878,2.699325,18.381634,22.73798,6.56,8.209788,12.590672,24.021069,33.407902,23.169146,16.315811,8.511858,26.138506,167.953323,69.439034,25.853827,30.636042,54.700001,62.091743,3.430458,49.732689,3.503879,41.728367,18.950596,31.547256,8.844035,6.637481,36.636471,7.591888,4.156667,1.45,11.132396,4.745108,5.310728,11.327367,68.855202,3.723138,7.246877,9.414269,15.157909,8.385233,258.842743
2010-01-13,20.717455,35.529297,14.807056,39.271503,7.15,16.069468,15.493818,17.554516,21.67432,8.04,29.690001,35.610645,14.748282,65.864761,6.592433,11.347413,5.36729,11.660829,53.303642,10.76,28.204578,8.483548,41.732483,4.251812,33.871735,12.574437,39.818115,2.689563,18.381634,22.572622,6.45,8.17772,13.126282,24.068918,33.744732,23.450638,16.495005,8.801795,26.37323,170.204102,70.185471,26.212799,30.098074,55.099998,62.71056,3.471989,49.866173,3.511147,41.719639,18.901243,31.959255,8.851666,6.632666,37.036148,7.906178,4.26,1.5,11.03112,4.80572,5.296812,11.433493,68.634018,3.672877,7.261068,9.470612,15.238965,8.385233,261.860809
2010-01-14,21.027977,35.151314,15.17837,38.752331,7.11,16.466177,15.555303,17.479149,21.697838,8.12,29.42,35.927254,14.754558,65.93396,6.63076,11.370693,5.337389,11.660829,53.067543,10.88,28.809944,8.452428,42.280743,4.281202,33.450859,12.611667,40.022598,2.777425,18.433121,22.903351,6.52,8.152063,13.005579,23.705256,33.611774,23.364025,16.703199,8.815936,26.524132,169.528336,68.89164,26.300549,29.918755,55.900002,61.933277,3.57997,49.850479,3.525687,40.7421,19.029558,32.371254,8.857121,6.685648,36.940666,7.829352,4.233333,1.39,10.968799,4.883651,5.35711,11.560849,68.40461,3.657411,7.303641,9.510048,15.282619,8.391514,260.42868
2010-01-15,20.541937,34.751102,14.800537,38.507431,7.03,16.203568,15.401593,17.160885,21.75272,8.14,28.9,35.668976,14.534907,64.895859,6.554104,11.341598,5.195358,11.642888,52.159462,10.77,28.764076,8.446204,41.822487,4.281202,33.077797,12.136983,39.82785,2.787188,18.038372,22.7288,6.37,8.203372,12.930143,22.642967,33.585182,22.95261,16.797838,8.500072,25.912161,168.098572,67.438568,25.989443,30.17358,56.900002,62.461525,3.679644,49.238037,3.416645,39.895493,18.733454,31.959255,8.78626,6.647115,36.27232,7.38236,4.09,1.37,10.828573,4.874991,5.347832,11.571463,68.298149,3.661279,7.270528,9.453709,15.139201,8.347546,257.593231
2010-01-19,20.791712,34.728886,15.048084,38.693558,6.91,16.527634,15.240199,17.345139,22.031046,8.44,28.99,36.452171,14.898904,66.487602,6.637148,11.359055,5.157981,11.654846,52.677063,10.53,29.95647,8.489773,42.632587,4.32039,33.039536,12.388287,40.733471,2.840882,18.330147,22.489929,6.49,8.235443,13.390317,22.843941,34.010651,23.37846,16.939793,8.76172,26.314552,169.94162,67.975998,25.694288,30.626608,58.200001,62.31815,3.621501,49.819065,3.409376,41.126141,19.108519,30.605549,8.86257,6.680829,36.635136,7.23569,4.276667,1.35,10.99217,4.89231,5.333917,11.730654,69.731743,3.715403,7.308372,9.493145,15.344972,8.416639,259.900024
2010-01-20,20.676945,33.861778,14.624655,38.3605,6.77,16.572332,14.663792,16.918001,22.046724,8.2,28.709999,36.252197,14.79849,66.368965,6.579657,11.370693,4.90382,11.553187,50.570343,10.24,29.791372,8.589366,41.855217,4.281202,32.188194,11.801918,40.451084,2.816475,17.4205,22.140827,6.39,8.248273,13.133827,22.059187,33.647228,22.858778,16.788374,8.721645,26.172037,166.992676,66.811554,25.2715,30.881432,56.299999,61.488075,3.488601,50.243046,3.271255,39.904221,18.55579,31.782684,8.78626,6.666384,36.253216,6.991243,4.023334,1.34,10.664976,4.753766,5.366385,11.652824,69.404083,3.692207,7.251607,9.419903,15.095559,8.253328,257.352936
2010-01-21,20.602695,31.682878,14.468308,38.42907,6.67,16.069468,14.341003,16.423861,21.780163,8.24,28.41,35.902264,14.591388,63.10638,6.464673,11.178658,4.537529,11.427613,48.200291,9.79,29.241037,8.657832,41.298782,4.168538,31.51861,10.945625,39.350693,3.094706,16.776886,21.617161,6.09,8.267517,12.741548,20.30785,32.902676,22.411276,16.987106,8.775861,25.845093,163.954437,65.637154,24.473785,31.315584,55.099998,60.265541,3.438765,48.916115,3.22037,38.324463,17.637869,31.017546,8.699058,6.656749,35.79491,6.879492,3.796667,1.35,10.329992,4.797061,5.32928,11.599765,67.749268,3.626483,7.133349,9.324126,14.827443,8.090022,255.190308
2010-01-22,19.691362,29.793022,14.663741,38.928646,6.56,15.572184,13.826081,16.340109,21.368547,8.22,28.08,35.144054,14.403111,60.624836,6.317747,11.190297,4.492676,11.391733,48.790539,9.51,28.709047,8.657832,40.177734,4.016689,30.303774,10.982854,38.474285,3.016606,17.042913,21.736597,5.96,8.267517,12.424708,19.322124,31.989681,22.180305,17.043886,8.497713,25.132544,159.564575,65.537621,23.915388,31.85355,55.200001,58.914719,3.355703,48.586353,3.045903,36.901798,17.400988,30.016979,8.540985,6.642298,35.174313,6.788699,3.676667,1.32,10.09628,4.727789,5.250431,11.306139,66.749832,3.560759,7.010362,9.098769,14.44085,7.958119,254.825073
2010-01-25,19.880381,29.77079,14.605108,39.673134,6.6,15.493962,14.19498,16.348486,21.443035,8.16,28.24,34.8941,14.472144,59.566963,6.356076,11.167019,4.589856,11.34389,48.163967,9.44,28.406366,8.688952,41.061481,4.046079,30.676828,10.750165,38.357433,2.982437,17.574968,21.543669,5.79,8.254693,12.251201,20.355703,32.353111,22.014296,17.034422,8.606144,25.442709,159.955566,65.696877,24.290314,31.929071,54.200001,60.567387,3.347397,48.719822,3.118598,37.425484,17.272676,30.016979,8.557339,6.685648,35.164764,6.823618,3.686667,1.21,10.08849,4.779743,5.259707,11.256615,67.03653,3.549159,7.043471,9.076237,14.478265,7.976964,258.294891
2010-01-26,19.772375,30.104294,14.598598,39.722107,6.53,15.086077,14.225725,16.256353,21.356794,8.0,28.17,34.852444,13.524489,59.735035,6.324136,11.021542,4.537529,11.248214,48.200291,9.36,27.975271,8.645381,40.685078,4.07057,31.19338,11.122465,37.97765,3.07518,17.188801,21.433424,5.61,8.28034,12.047517,20.317419,33.124256,22.086473,16.977644,8.363353,25.384027,159.760056,62.930054,24.768942,31.306139,53.5,60.054241,3.297559,47.785469,2.987747,37.058895,17.252939,29.958122,8.491936,6.695282,34.82103,6.718857,3.68,1.21,9.808038,4.736448,5.245792,11.228314,66.872704,3.522096,6.953596,9.014264,14.390978,7.738283,258.189148
2010-01-27,19.691362,29.570684,14.442254,39.761295,6.38,15.203415,14.510082,16.465738,21.129417,7.99,27.98,34.935753,12.608215,59.873451,6.330523,11.021542,4.612282,11.122636,47.87339,9.37,27.911068,8.707623,40.758728,4.001993,30.973366,10.582632,37.841316,3.163043,17.36902,21.378298,5.56,8.28034,12.281373,20.030317,32.672211,22.187527,17.450825,8.603787,25.384027,161.597549,63.596882,24.872644,31.532671,53.5,59.510887,3.239416,47.793324,2.980478,37.312016,17.035795,31.4884,8.524638,6.690468,34.859222,6.725842,3.713333,1.3,9.574328,4.684495,5.190134,11.136969,67.42157,3.498898,6.958326,9.019896,14.328623,7.650347,260.717041
2010-01-28,19.36734,28.725815,14.364079,38.958038,6.33,15.09166,13.979789,16.340109,21.149027,7.75,27.389999,34.402519,12.275591,59.270367,6.260255,10.974986,4.500151,11.014996,47.800728,9.29,27.846859,8.688952,40.251389,3.928518,29.968981,10.582632,37.364166,3.021487,17.18022,21.516108,5.64,8.273926,12.115412,19.858057,32.299931,22.584497,16.949253,7.682121,25.107386,161.938248,61.486927,24.896576,30.711554,53.0,58.137436,3.148048,47.314369,2.9514,36.40432,16.798916,32.547821,8.382921,6.623032,34.429577,6.593138,3.596667,1.2,9.621069,4.710472,5.092732,11.194283,66.151802,3.448639,6.925214,8.941021,14.191442,7.681754,254.738556
2010-01-29,18.921806,28.303375,14.526938,38.644573,6.35,14.382062,13.856823,16.264729,20.753088,7.7,26.969999,34.152557,12.29442,58.785923,6.215538,10.864423,4.425398,11.003036,46.011829,8.75,27.489143,8.695175,39.62949,3.913822,29.567225,9.996259,37.364166,2.982437,17.068659,21.286428,5.6,8.286754,12.01734,19.465673,31.661718,22.591717,16.987106,7.387472,25.090626,163.245102,60.282677,25.159822,29.3619,50.900002,57.322426,3.181272,46.898216,2.835088,35.653713,16.55216,34.960949,8.279362,6.545961,34.162239,6.64203,3.5,1.21,9.58212,4.571928,4.986054,11.176373,65.938797,3.386779,6.858991,8.918489,13.966975,7.644066,250.970779
2010-02-01,19.664368,29.704088,14.461801,39.663349,6.5,14.806706,14.202665,16.415485,20.909891,7.85,26.83,34.319195,12.758835,60.328236,6.292196,10.963348,4.657134,11.062837,48.799614,8.55,27.305706,8.682725,40.243195,4.04118,30.542913,11.07593,37.393379,3.187449,16.931351,21.341545,5.61,8.344484,12.341725,20.709797,32.131516,22.736073,17.043886,7.535975,25.107386,164.658173,63.815838,25.582607,30.060324,52.400002,57.963867,3.297559,47.675552,2.791472,38.298283,16.759432,36.432373,8.382921,6.623032,34.849678,6.739808,3.52,1.27,9.769088,4.658518,5.097371,11.215776,65.897842,3.495033,6.972518,8.946656,14.347324,7.757126,253.911957
2010-02-02,19.914137,30.393332,15.308656,40.349049,6.61,15.169889,14.563883,16.340109,21.341106,7.73,27.200001,34.677467,13.367594,60.763248,6.381627,11.085551,4.829066,11.164495,49.153767,8.66,27.773483,8.707623,40.668709,4.15874,30.562048,11.159697,38.474285,3.19233,17.094402,21.810087,5.71,8.40221,12.349271,20.949049,32.707668,22.757729,17.024958,7.837697,25.585224,160.709518,65.159431,26.021347,30.560539,51.299999,57.820496,3.40554,48.287975,2.820549,39.109982,16.986444,36.196945,8.48103,6.733815,35.222042,6.690918,3.5,1.26,9.706763,4.675836,5.231879,11.319657,65.889633,3.630349,7.095507,9.059334,14.521914,7.713158,254.133026
2010-02-03,19.941139,30.059095,15.308656,40.349049,6.64,15.153127,14.341003,16.373608,21.423426,7.83,26.950001,34.660801,12.677247,54.079884,6.343298,11.021542,4.761787,11.062837,48.781464,8.54,27.81934,8.712633,41.683384,4.119555,30.399431,10.945625,38.328213,3.172805,17.120152,21.791721,5.81,8.393173,11.979625,20.384411,32.468338,22.699989,17.043886,7.840054,25.006786,156.414627,65.537621,25.49485,29.729992,50.599998,57.49601,3.40554,48.178059,2.936861,37.652409,16.897615,34.960949,8.45923,6.728968,35.279327,6.558218,4.073333,1.27,9.683394,4.684495,5.273622,11.262344,66.766205,3.630349,7.076584,9.031166,14.447096,7.750844,252.345245
2010-02-04,19.623863,28.766706,14.820081,40.09436,6.36,14.443521,13.779968,16.222858,21.098063,7.21,25.92,33.835945,12.332077,52.448589,6.138882,10.893518,4.417922,10.967155,45.793907,8.23,26.810392,8.606228,39.523121,3.943211,28.907204,10.098641,37.188881,3.045893,15.721366,20.62496,4.79,8.354473,11.677869,18.700069,31.369215,22.259699,16.835691,7.543046,24.051115,151.784637,63.039532,26.491997,28.040571,48.0,55.609409,3.364008,46.065945,2.856897,34.676174,16.098133,33.84267,8.230308,6.326297,33.808975,6.209004,4.03,1.26,9.1926,4.563269,5.222601,10.961446,64.89019,3.452504,6.858991,8.805809,13.804855,7.54985,249.423294
2010-02-05,19.691362,29.368334,14.657225,39.888641,6.37,14.376474,13.503295,16.457365,21.156858,7.19,25.450001,33.777622,12.633313,54.67308,6.119718,10.765495,4.275892,10.877459,49.235489,7.9,27.158945,8.562413,38.991238,3.92362,29.117647,10.629168,37.188881,2.860406,15.867246,20.450399,4.51,8.348014,11.692956,19.551811,31.165359,22.28857,16.996572,7.580761,24.23554,157.118301,63.407776,26.468067,26.56823,48.099998,51.798473,3.355703,46.544914,2.929592,35.775902,16.088266,33.783813,8.132197,6.171048,34.057205,6.202022,4.073333,1.26,9.013424,4.502656,5.111285,10.997264,64.341339,3.41771,6.811686,8.58045,13.742507,7.4996,250.38446
2010-02-08,19.71162,29.100948,15.08717,39.976807,6.49,14.035638,13.295785,16.122351,20.913815,6.98,25.799999,33.469341,12.470144,55.197075,6.05584,10.666571,4.11891,10.871482,47.482914,7.84,26.782888,8.543633,37.600143,3.850142,29.117647,10.526787,36.701988,2.977556,15.892994,20.266668,4.09,8.348014,11.511905,19.13072,30.899441,22.201958,16.580179,7.634976,23.774475,152.605621,62.203522,25.87776,28.087765,47.5,51.57962,3.380621,45.045223,2.94413,35.522785,15.989565,34.195812,8.07769,6.044914,33.656204,6.020431,4.0,1.26,9.021214,4.493998,5.134476,10.968608,63.513897,3.452504,6.754922,8.602987,13.642741,7.4996,248.750473
2010-02-09,19.853382,29.59116,15.308656,40.721298,6.72,14.007701,13.81071,16.214478,20.913815,7.14,27.469999,33.527657,12.476422,54.3666,6.106943,10.794594,4.440349,11.050875,49.589638,7.76,26.571915,8.543633,38.508453,3.928518,30.428125,11.085236,37.10125,3.021487,18.167099,20.569836,3.9,8.406075,11.496814,19.905903,31.307163,22.245264,16.797838,7.865983,24.08465,152.086212,62.153755,25.84585,28.068886,46.400002,51.277756,3.289253,44.951015,3.038633,36.613781,16.374496,35.01981,8.18125,6.219567,34.181335,6.376625,3.99,1.26,9.247133,4.571928,5.157666,11.029503,64.488785,3.495466,6.85426,8.732569,13.892154,7.713158,250.38446
2010-02-10,19.745377,29.323769,15.243513,41.465767,6.67,14.136213,13.580146,16.197729,20.878536,6.48,27.309999,33.344364,12.576834,53.565781,6.119787,10.794594,4.485201,11.080775,50.297932,7.68,26.278412,8.59371,38.549362,3.921602,30.342041,10.954931,36.750679,3.006843,17.4205,21.525295,3.78,8.386724,11.594884,19.646885,31.36035,22.552805,16.92087,7.486473,23.97567,152.315201,67.199699,25.758108,28.644606,48.099998,51.481522,3.256028,45.02166,3.045903,35.330772,16.463327,35.196377,8.238295,6.224419,34.248169,6.383612,4.033333,1.26,9.200392,4.537293,5.074049,10.972188,64.40686,3.491559,6.844797,8.698765,13.84831,7.637784,248.942719
2010-02-11,19.819626,30.259636,15.621346,41.68129,6.93,14.247962,13.979789,16.423861,20.988295,7.46,27.309999,33.552662,12.878074,53.990902,6.190424,10.788775,4.477726,10.967155,52.649818,7.82,26.461855,8.568668,38.985645,3.926542,32.006447,11.280693,37.00386,2.928743,17.205967,20.827078,3.69,8.431883,11.851375,20.577429,31.794689,22.896955,16.939793,7.620834,24.654697,157.894699,67.538086,26.324474,29.107075,50.0,51.617355,3.280947,44.668339,3.140406,36.543964,16.897615,35.372948,8.265722,6.268077,34.725574,6.502344,4.246666,1.3,9.426311,4.571928,5.093053,11.072491,65.758553,3.518899,6.877909,8.850879,14.111368,7.71944,251.633987
2010-02-12,20.238163,29.59116,15.797233,41.935982,6.98,14.823466,13.733855,16.574615,21.141176,7.25,27.43,33.735966,13.179317,53.249409,6.17758,10.794594,4.425398,11.009017,52.786037,7.93,26.260063,8.537383,38.804539,3.911724,32.322117,11.252771,37.081772,2.855524,17.394756,20.707644,4.01,8.393173,11.851375,20.798073,32.44175,23.153233,17.573849,7.719836,24.755299,163.909775,68.384064,27.002535,27.606421,50.400002,51.715466,3.264334,45.838257,3.205831,37.01527,16.897615,36.196945,8.298627,6.287486,35.059738,6.544247,4.273334,1.39,9.286086,4.554611,5.074049,11.093984,64.865623,3.499372,6.87318,8.879047,14.080056,7.681754,253.133408
2010-02-16,20.420425,30.616154,16.057798,41.759651,7.07,15.169889,14.072015,16.649988,21.39991,7.5,27.370001,34.02758,13.26718,53.565781,6.293171,11.056458,4.537529,11.230276,54.284344,8.3,26.370132,8.59371,39.718258,3.995689,32.991699,11.578534,37.588131,2.997081,17.386179,21.176189,4.11,8.386724,12.130501,22.131529,33.42564,23.768311,17.507603,8.016843,25.585224,166.903305,69.070793,28.119331,28.116074,48.400002,53.134178,3.413846,48.052429,3.191292,38.464111,16.887743,38.66893,8.413811,6.365107,35.260242,6.858541,4.23,1.36,9.543165,4.597906,5.297346,11.341153,65.922409,3.538427,6.986709,8.991728,14.40575,7.845058,256.843536
2010-02-17,20.676945,30.304199,15.875401,42.004547,7.09,15.242528,14.225725,16.683498,21.462631,7.49,27.540001,33.985931,13.976354,53.377937,6.3317,11.335777,4.545004,11.499369,53.648705,8.5,27.158945,8.543633,40.121624,3.985808,33.326504,11.420308,37.627144,3.026368,17.429085,21.222118,4.19,8.367366,12.311549,22.054785,33.478813,23.841534,17.289942,8.073418,25.727734,166.629684,69.439034,28.223036,27.66305,48.200001,52.960625,3.372315,47.950363,3.249447,38.429199,17.006184,39.375214,8.441236,6.37481,35.775814,6.858541,4.266667,1.34,9.512005,4.623882,5.226081,11.319657,66.083206,3.52671,7.067124,9.087506,14.449595,7.807373,257.583618
2010-02-18,20.913219,30.326479,15.829799,39.33028,7.07,14.928071,15.301682,17.060379,21.548878,7.5,27.620001,34.419182,13.744149,54.702744,6.402336,11.53363,4.597331,11.732588,54.73838,8.41,27.278185,8.556155,40.212173,4.040139,33.08736,11.606456,37.929409,3.001962,17.712271,21.543669,4.53,8.373819,12.439795,22.160309,33.567448,23.731697,17.412971,8.38221,26.197189,166.71344,68.095428,28.470318,27.238329,48.799999,52.78706,3.305865,48.437164,3.162214,38.865597,17.460209,38.374649,8.523507,6.418471,36.654236,7.033148,4.26,1.34,9.566538,4.623882,5.373362,11.430708,66.883049,3.565767,7.104969,9.149477,14.51849,7.813656,260.092285
2010-02-19,21.061729,30.148218,15.829799,39.183346,7.07,15.2654,15.201773,17.294888,21.317583,7.51,27.66,34.052582,13.762974,56.235168,6.415179,11.603463,4.522578,11.834246,52.985813,8.27,26.535234,8.574928,40.368584,4.069774,33.24041,11.513383,38.134163,2.923862,17.386179,21.672281,4.53,8.335112,12.522778,22.409733,33.797916,23.900114,17.280481,8.60143,26.172037,165.875687,68.563202,28.358637,27.521477,50.099998,52.553104,3.314172,48.358639,3.169483,40.227158,17.558914,38.963219,8.523507,6.437877,37.236649,7.144895,4.296667,1.36,9.457473,4.615222,5.316349,11.613397,67.221138,3.616538,7.190114,9.177646,14.568597,7.763407,259.169556
2010-02-22,21.027977,30.170507,15.829799,39.418449,6.97,15.33972,15.409278,17.378639,21.325426,7.54,27.200001,33.910927,13.762974,56.502113,6.402336,11.655831,4.507627,11.882084,52.695232,8.21,26.920462,8.405938,40.434433,3.985808,33.202141,11.615764,38.377926,3.016606,17.592133,21.589605,4.44,8.302855,12.568041,22.294613,33.806782,23.658476,17.081741,8.37514,26.331314,167.551239,70.533821,28.438416,29.12595,49.700001,52.764408,3.355703,48.170204,3.22037,40.026398,17.657608,41.964912,8.528996,6.399067,37.169811,7.144895,4.486667,1.38,9.402939,4.719131,5.316349,11.616981,66.528496,3.651687,7.180651,9.160747,14.48091,7.782249,263.84082
2010-02-23,20.825462,29.368334,15.829799,39.398869,6.97,14.859463,15.12492,17.219511,21.156858,7.25,26.82,33.544323,13.499386,55.345379,6.376651,11.620915,4.35812,11.911986,50.461388,8.04,26.581095,8.443493,39.619484,4.015441,32.245594,10.982854,38.007412,2.928743,16.89703,20.946505,4.4,8.296406,12.515233,21.325701,32.769699,23.32897,17.091208,8.231348,26.138506,166.981522,70.006325,28.047525,27.814062,51.299999,52.877605,3.297559,48.492119,3.118598,38.167358,17.322027,40.258064,8.485115,6.408771,36.701969,7.075053,4.546667,1.39,9.340617,4.684495,5.287844,11.491605,65.72863,3.647782,7.119159,9.138208,14.274218,7.763407,263.850433
2010-02-24,21.081978,29.100948,15.829799,39.633965,6.99,15.282548,15.301682,17.378639,21.297983,7.38,27.07,33.560989,13.624902,55.750725,6.408757,11.568542,4.425398,11.846202,50.506783,8.76,27.113083,8.537383,40.393265,4.035199,31.968184,10.722244,38.6217,3.285074,16.811214,21.11187,4.28,8.341566,12.681199,20.500685,32.689934,23.570606,17.081741,8.238421,26.22234,167.674118,70.374573,28.741011,28.682364,52.0,52.726662,3.289253,48.42931,3.104059,37.521492,17.815533,41.023205,8.561905,6.496096,37.074345,7.096004,4.633333,1.33,9.457473,4.719131,5.264091,11.470112,66.025475,3.639972,7.161732,9.183281,14.399482,7.838778,265.811218
2010-02-25,20.987474,29.658016,15.536657,39.898453,6.86,15.259679,15.486132,17.387016,21.21566,7.26,27.280001,33.1194,13.681387,55.444241,6.370229,11.500824,4.537529,11.741242,51.977848,8.84,27.489143,8.643784,40.492046,4.020384,32.159504,10.99216,38.70945,3.324124,16.759726,20.928135,4.26,8.418978,12.749092,20.778885,32.71653,23.402199,17.05335,8.160633,26.239103,166.434219,70.285004,28.909361,27.559227,52.299999,52.055046,3.264334,48.680573,3.002286,37.63496,17.973454,38.727787,8.611269,6.510651,37.503986,6.921399,4.386667,1.34,9.426311,4.693154,5.278341,11.366227,65.753357,3.624349,7.14754,9.155112,14.399482,7.801092,265.090363
2010-02-26,21.237242,29.635727,15.653916,39.967003,6.89,15.4655,15.570674,17.152515,21.278387,7.17,27.1,33.302708,13.844561,54.811493,6.389492,11.607752,4.70946,11.869397,52.277512,9.51,27.50749,8.687597,40.706081,4.045078,32.762142,11.336541,38.797199,3.651168,16.579514,20.836262,4.32,8.380273,12.620848,20.654175,33.230633,23.028761,16.854618,8.250207,26.197189,163.083176,70.792572,29.197983,27.049576,51.299999,51.753193,3.256028,48.382195,2.922322,38.106266,17.874754,37.96265,8.666118,6.54946,37.21756,6.795683,4.72,1.34,9.58991,4.762425,5.335353,11.330405,66.091431,3.667308,7.157002,9.233986,14.455855,7.832498,266.484039
2010-03-01,21.662525,29.658016,15.653916,40.456799,6.96,15.694201,15.739754,17.722027,21.282307,7.95,27.290001,33.402683,14.265038,55.562878,6.466552,11.607752,4.746838,11.912113,53.367199,9.87,27.810173,8.73141,41.175285,4.148798,33.269108,11.829837,39.118969,3.680455,17.248871,21.010818,4.43,8.418978,12.734003,21.325701,34.959084,23.724379,17.214231,8.76172,26.46545,164.741928,71.867455,29.518652,26.860813,51.900002,52.190891,3.372315,48.602047,3.08952,39.677299,18.239948,37.550652,8.720966,6.631935,37.694935,6.760762,4.96,1.29,9.784668,4.771085,5.349607,11.538173,66.44603,3.737609,7.246877,9.279058,14.599914,7.945557,264.907715
2010-03-02,21.844793,29.502031,15.653916,40.495983,7.07,16.065828,15.80892,16.499239,21.39599,7.68,27.200001,33.827614,13.744149,56.452675,6.479396,11.72062,4.844017,12.021959,54.593094,9.95,28.461399,8.77522,41.10944,4.173493,33.21172,12.127676,39.079967,3.607236,17.635046,21.479355,4.46,8.431883,12.907517,21.719021,35.747974,23.973341,17.072275,8.547215,26.84269,164.747559,73.5793,29.278149,26.945747,51.599998,53.330399,3.430458,48.99464,3.038633,40.541367,18.526182,37.256367,8.764843,6.695004,38.573345,6.697901,5.096667,1.32,9.885941,4.857675,5.325851,11.710114,66.899551,3.749327,7.237415,9.295959,14.750237,7.951839,266.032288
